date,myr_usd
8/29/2017,0.234466597
8/30/2017,0.234246895
8/31/2017,0.234301776
9/1/2017,0.234301776
9/2/2017,0.234301776
9/3/2017,0.234301776
9/4/2017,0.234301776
9/5/2017,0.235045254
9/6/2017,0.236071765
9/7/2017,0.237699091
9/8/2017,0.238521159
9/9/2017,0.238521159
9/10/2017,0.238521159
9/11/2017,0.238379017
9/12/2017,0.237840399
9/13/2017,0.238464281
9/14/2017,0.237868696
9/15/2017,0.238805965
9/16/2017,0.238805965
9/17/2017,0.238805965
9/18/2017,0.2388345
9/19/2017,0.23866348
9/20/2017,0.2388345
9/21/2017,0.238322213
9/22/2017,0.238379017
9/23/2017,0.238379017
9/24/2017,0.238379017
9/25/2017,0.238095254
9/26/2017,0.237868696
9/27/2017,0.237022996
9/28/2017,0.236686394
9/29/2017,0.236966833
9/30/2017,0.236966833
10/1/2017,0.236966833
10/2/2017,0.236350745
10/3/2017,0.236183271
10/4/2017,0.236658379
10/5/2017,0.236574396
10/6/2017,0.236127496
10/7/2017,0.236127496
10/8/2017,0.236127496
10/9/2017,0.236490488
10/10/2017,0.23713541
10/11/2017,0.237360567
10/12/2017,0.236994907
10/13/2017,0.236966833
10/14/2017,0.236966833
10/15/2017,0.236966833
10/16/2017,0.237298593
10/17/2017,0.236938745
10/18/2017,0.236938745
10/19/2017,0.236938745
10/20/2017,0.236826539
10/21/2017,0.236826539
10/22/2017,0.236826539
10/23/2017,0.236071765
10/24/2017,0.236350745
10/25/2017,0.236322805
10/26/2017,0.236222327
10/27/2017,0.235849068
10/28/2017,0.235849068
10/29/2017,0.235849068
10/30/2017,0.236406624
10/31/2017,0.236456916
11/1/2017,0.236462519
11/2/2017,0.23629491
11/3/2017,0.236211166
11/4/2017,0.236211166
11/5/2017,0.236211166
11/6/2017,0.236574396
11/7/2017,0.236602381
11/8/2017,0.2366696
11/9/2017,0.237812132
11/10/2017,0.238635018
11/11/2017,0.238635018
11/12/2017,0.238635018
11/13/2017,0.238720447
11/14/2017,0.238731861
11/15/2017,0.239520952
11/16/2017,0.239859939
11/17/2017,0.240789801
11/18/2017,0.240789801
11/19/2017,0.240789801
11/20/2017,0.241662636
11/21/2017,0.241761953
11/22/2017,0.243368208
11/23/2017,0.243563831
11/24/2017,0.243237987
11/25/2017,0.243237987
11/26/2017,0.243237987
11/27/2017,0.243504524
11/28/2017,0.243961945
11/29/2017,0.24460043
11/30/2017,0.244678259
12/1/2017,0.244648308
12/2/2017,0.244648308
12/3/2017,0.244648308
12/4/2017,0.246317551
12/5/2017,0.246256888
12/6/2017,0.24551928
12/7/2017,0.244738132
12/8/2017,0.245182171
12/9/2017,0.245182171
